pid,workload,block_number,interval,tonic_avg,amplitude_avg,peaks_num,tonic_avg_norm,amplitude_avg_norm
12,high,6.0,0.0,67466.91975236336,0.6964005021085384,27,0.1073657787093893,0.05315528568953923
12,low,6.0,1.0,67361.45536480892,0.6686867123046405,46,0.10708801736828918,0.05103993050225013
12,high,6.0,2.0,67713.33711255387,0.6689293167277608,21,0.10801476760530013,0.05105844816181737
12,low,6.0,3.0,67371.28444182679,0.851542770694044,56,0.1071139041882629,0.06499708015151463
12,high,6.0,4.0,67326.30462617407,0.45076281867835327,15,0.10699544094007225,0.0344061015644349
12,low,7.0,5.0,83001.16762317534,0.3546317001651527,10,0.14827829545207766,0.027068546446722307
12,high,7.0,6.0,81270.85860342413,0.6189735772658647,19,0.14372118413717397,0.047245395766120774
12,low,7.0,7.0,78240.6310092216,0.9410904031621254,63,0.1357404799400362,0.07183212689868206
13,high,6.0,0.0,79549.459489275,0.6421661700172415,20,0.13918753882237225,0.04901565424503903
13,low,6.0,1.0,84605.71160404632,0.8022740511966016,2,0.15250417964213936,0.061236467038062056
13,high,6.0,2.0,85998.9481453509,0.7785167965418296,4,0.15617354386219603,0.059423108698213066
13,low,6.0,3.0,86503.05348823943,0.8837342465676684,4,0.15750120506938955,0.06745421091412818
13,high,6.0,4.0,88290.48518789421,1.0780619206190227,2,0.16220876026914546,0.0822869730966768
13,low,6.0,5.0,88839.11705465574,1.0715894870396288,5,0.16365369089089948,0.08179294120701336
13,high,6.0,6.0,108022.26399156963,0.5495704345269085,37,0.21417630561681716,0.04194795001633854
13,low,7.0,7.0,114772.91925615928,0.6428651954076945,5,0.23195549253552086,0.04906900988481997
13,high,7.0,8.0,111489.48336667489,1.0515274226078117,20,0.2233079141706565,0.08026163161839825
13,low,7.0,9.0,112414.92282303689,1.4703402481992045,5,0.22574524216797112,0.11222903446682979
13,high,7.0,10.0,110863.58255528283,0.5863699553292717,16,0.22165948048797696,0.044756806465415154
13,low,7.0,11.0,111282.42944074138,0.8389036556234757,7,0.22276259667077866,0.06403235400556147
13,high,7.0,12.0,111564.48159086051,1.2921166263167232,5,0.2235054368398056,0.09862547227940449
13,low,7.0,13.0,112055.60731852123,0.7197206159579832,6,0.22479891366100646,0.054935277677234
14,high,6.0,0.0,60389.01616265252,0.9235997051219578,35,0.08872471854829361,0.07049708614494969
14,low,6.0,1.0,54146.457721784966,0.8873231491370219,30,0.07228370519166467,0.06772814687598964
14,high,6.0,2.0,70679.57379211354,0.7735972346410163,7,0.11582693906184573,0.05904760535277701
14,low,7.0,3.0,60672.78952555645,0.7882014999924579,69,0.08947209187190011,0.06016232869759265
18,low,7.0,0.0,205239.12305702784,2.7935314767471366,4,0.4702161478585796,0.21322638809078745
18,high,7.0,1.0,199719.82434749076,3.124318944672825,4,0.45567998217230166,0.23847493731910036
18,low,7.0,2.0,201302.16498199507,1.711720048544851,3,0.45984738945459647,0.1306532202740035
18,high,7.0,3.0,214809.9609965272,3.2303917654896743,4,0.49542284410147003,0.24657132880265528
18,low,7.0,4.0,202649.25280012737,3.5345640094854875,66,0.46339521187712673,0.2697883748551375
18,high,6.0,5.0,207975.73914492063,5.674562404446058,1,0.47742356803400987,0.43313148807069274
18,low,6.0,6.0,200281.89300840767,4.129073557916227,3,0.45716030125125184,0.3151664651872287
18,high,6.0,7.0,200398.34036518566,1.865999135962241,4,0.4574669884158601,0.14242912931307342
18,low,6.0,8.0,194734.92581882898,1.4770910665638317,5,0.44255126514586113,0.11274431508153851
18,high,6.0,9.0,202086.66333998187,4.7086491543493585,2,0.46191352117031687,0.359404667649476
18,low,6.0,10.0,200471.06514615082,1.3500144511002719,3,0.4576585235222644,0.10304473304652662
18,high,6.0,11.0,208352.78003530492,5.391689386995155,4,0.4784165798533661,0.41154018247723234
18,low,6.0,12.0,209453.15201179706,4.0276344084128946,2,0.48131462727000407,0.30742375541658995
18,high,6.0,13.0,205268.3436321122,4.117861960214076,3,0.4702931060272218,0.31431069946464574
19,high,6.0,0.0,150337.59765577796,5.044014818372184,3,0.3256221130615568,0.38500266424428164
19,low,6.0,1.0,152434.6531117734,0.5052000237214642,4,0.33114512371307114,0.03856121802033258
19,high,6.0,2.0,150751.4194750068,4.03500216191605,2,0.32671199473774026,0.3079861258358595
19,low,6.0,3.0,159285.458484342,0.10281997665901353,2,0.34918807576566135,0.007848106394744958
19,high,6.0,4.0,172996.60572063745,4.113284985900876,1,0.38529909610803736,0.3139613453552285
19,low,6.0,5.0,152427.8969932638,3.018154792298566,2,0.3311273301376153,0.23037157462427854
19,high,6.0,6.0,164200.0750614219,1.1046483870415882,2,0.3621316913604321,0.0843162812518087
19,low,6.0,7.0,159402.3328624032,5.050616252468091,1,0.34949588757534705,0.38550654256468225
19,high,6.0,8.0,177634.6473322428,9.144305729013317,2,0.39751429678374106,0.6979721898339992
19,low,6.0,9.0,156207.49242721772,0.022589307746073393,1,0.341081642876681,0.001724210570118615
19,high,6.0,10.0,140596.2752825747,3.0294924863779795,25,0.2999664123154368,0.2312369651086724
19,low,7.0,11.0,158603.4416644008,9.020963608627573,2,0.3473918494664102,0.6885576566353486
19,high,7.0,12.0,148244.59993132387,1.8747935513087837,2,0.3201097892492768,0.14310039485467277
19,low,7.0,13.0,145927.95988378092,4.172623019064449,4,0.31400845910956854,0.31849053523305765
19,high,7.0,14.0,155593.28883899617,0.6824208987988943,8,0.3394640161466641,0.0520882419331079
19,low,7.0,15.0,160731.47551567058,8.541849270286951,1,0.3529964478539941,0.6519875228469025
19,high,7.0,16.0,186077.22977794526,2.97779254057593,2,0.4197495088476821,0.2272907798590625
19,low,7.0,17.0,177976.47075660888,6.780269393923667,2,0.39841455643510765,0.5175285709800935
19,high,7.0,18.0,159969.85404324732,1.56283153590139,1,0.35099056694484143,0.11928876634053942
19,low,7.0,19.0,167644.2905657262,6.880688824493333,2,0.3712027146669445,0.5251934470170145
20,high,6.0,0.0,190760.62331016563,4.038253438351746,2,0.43208415278365186,0.3082342912626101
20,low,6.0,1.0,186283.83650816782,2.2826606556783715,3,0.4202936485691335,0.1742323259639808
20,high,6.0,2.0,184435.20236207618,0.7894257584207038,3,0.4154249046117779,0.06025577464760878
20,low,6.0,3.0,198672.47570197907,0.5270232853808209,3,0.4529215821936686,0.040226957353759814
20,high,6.0,4.0,205420.5368509411,2.9990191506799286,4,0.47069393699536666,0.22891097760573595
20,low,6.0,5.0,204148.34674544755,1.2348352343583102,5,0.4673433725249308,0.09425326297595778
20,high,6.0,6.0,207112.1916206,4.657944008958543,4,0.47514924469111686,0.35553441413728315
20,low,7.0,7.0,231400.15059335856,0.4411463888312239,5,0.5391163924012926,0.03367209279463953
20,high,7.0,8.0,242923.2127245425,2.414466985637877,3,0.5694646574920605,0.18429292055498706
20,low,7.0,9.0,245145.0159229102,5.412432243417686,4,0.5753162160166914,0.4131234559754827
20,high,7.0,10.0,248672.92848989944,1.9230717768063332,3,0.5846076721054595,0.1467854049331208
20,low,7.0,11.0,245828.21825840676,3.9405754535315296,2,0.5771155646058281,0.3007786659823632
22,high,6.0,0.0,90709.61713460271,0.07932039280786377,2,0.16858002311338321,0.006054415710417357
22,low,6.0,1.0,89747.15855004052,0.7149831974263974,4,0.1660451979140872,0.054573677082870684
22,high,6.0,2.0,89622.1304385433,0.8965322201235107,5,0.16571591163338173,0.06843106250821554
22,low,6.0,3.0,89866.04305132636,0.8198333922247568,27,0.16635830378118502,0.06257674721598497
22,high,6.0,4.0,94295.72591471023,2.2504776460833664,2,0.17802475044922828,0.171775841420687
22,low,6.0,5.0,100570.85978498052,0.7992437743040456,4,0.1945515576474338,0.06100517020031636
22,high,6.0,6.0,101625.89889722152,1.3498964121812427,4,0.1973302119925118,0.10303572329934166
22,low,7.0,7.0,100054.40730974708,0.9716434335984783,1,0.19319137782311852,0.07416419739060195
22,high,7.0,8.0,101892.4091239542,1.3953593460904925,3,0.19803211942980628,0.10650584607052566
22,low,7.0,9.0,100449.71667239309,0.4225587515266972,8,0.19423250328038538,0.03225332418631124
22,high,7.0,10.0,109869.08961218617,1.6245212910748776,4,0.2190402864643399,0.12399745990183929
22,low,7.0,11.0,100998.94716186982,0.7238966042639626,3,0.19567901049355613,0.055254025080155776
23,low,6.0,0.0,313337.18786968035,1.875336035215935,2,0.7549137993496197,0.1431418018998706
23,high,6.0,1.0,309998.0238637857,1.0619160124936933,1,0.746119449958914,0.08105457829437498
23,low,6.0,2.0,311237.07723881543,0.47439969431373985,2,0.7493827422903204,0.036210271540480184
23,high,6.0,3.0,315986.9711975997,0.018981573398820388,1,0.7618925282632797,0.0014488372047353885
23,low,6.0,4.0,312226.387701475,0.35898535154990546,9,0.7519882872258642,0.027400854626352427
23,high,6.0,5.0,318189.31676444056,3.455736184093716,2,0.7676928412636832,0.2637715561332985
23,low,6.0,6.0,316733.6640523678,0.18034592382246034,4,0.7638590917027459,0.013765554554744801
23,high,6.0,7.0,318644.42749563913,0.5430580310424246,4,0.7688914654626008,0.041450867279184886
23,low,6.0,8.0,360940.25214734476,1.1965732695627995,64,0.8802858920611425,0.09133278020262474
23,high,7.0,9.0,399588.6796010468,1.681118378285805,1,0.9820741761433838,0.1283174371717921
23,low,7.0,10.0,402966.2211023022,0.5482522359519117,6,0.9909696002648745,0.04184733374504445
23,high,7.0,11.0,405739.8870134536,1.786873621208595,5,0.9982745984837984,0.13638958837459433
23,low,7.0,12.0,406395.01206962945,2.4386411723644885,4,1.0,0.18613810274235576
23,high,7.0,13.0,405812.0777189806,0.7627082978121409,4,0.9984647269968171,0.058216467887709525
23,low,7.0,14.0,401125.40505684394,2.1640779693225434,3,0.9861214468231151,0.16518107377218577
